"Period","Direction","Country","Count"
201502,"Arrival","Afghanistan",3
201502,"Arrival","Albania",1
201502,"Arrival","Argentina",63
201502,"Arrival","Armenia",1
201502,"Arrival","Australia",2074
201502,"Arrival","Austria",11
201502,"Arrival","Azerbaijan",1
201502,"Arrival","Bahamas",1
201502,"Arrival","Bahrain",8
201502,"Arrival","Bangladesh",39
201502,"Arrival","Barbados",1
201502,"Arrival","Belgium",19
201502,"Arrival","Belize",5
201502,"Arrival","Bosnia and Herzegovina",1
201502,"Arrival","Botswana",5
201502,"Arrival","Brazil",71
201502,"Arrival","Brunei Darussalam",21
201502,"Arrival","Bulgaria",4
201502,"Arrival","Cambodia",33
201502,"Arrival","Cameroon",1
201502,"Arrival","Canada",154
201502,"Arrival","Chile",58
201502,"Arrival","China",1265
201502,"Arrival","Colombia",15
201502,"Arrival","Cook Islands",39
201502,"Arrival","Costa Rica",1
201502,"Arrival","Croatia",2
201502,"Arrival","Curacao",5
201502,"Arrival","Cyprus",3
201502,"Arrival","Czech Republic",58
201502,"Arrival","Denmark",9
201502,"Arrival","Ecuador",1
201502,"Arrival","Egypt",7
201502,"Arrival","Estonia",3
201502,"Arrival","Ethiopia",8
201502,"Arrival","Faeroe Islands",1
201502,"Arrival","Falkland Islands",2
201502,"Arrival","Fiji",171
201502,"Arrival","Finland",8
201502,"Arrival","Former Yugoslav Republic of Macedonia (FYROM)",2
201502,"Arrival","France",252
201502,"Arrival","French Polynesia",1
201502,"Arrival","Germany",249
201502,"Arrival","Ghana",2
201502,"Arrival","Greece",1
201502,"Arrival","Guatemala",1
201502,"Arrival","Guyana",3
201502,"Arrival","Hong Kong (Special Administrative Region)",104
201502,"Arrival","Hungary",5
201502,"Arrival","Iceland",2
201502,"Arrival","India",2260
201502,"Arrival","Indonesia",94
201502,"Arrival","Iran",30
201502,"Arrival","Iraq",2
201502,"Arrival","Ireland",112
201502,"Arrival","Israel",19
201502,"Arrival","Italy",58
201502,"Arrival","Jamaica",2
201502,"Arrival","Japan",186
201502,"Arrival","Jordan",4
201502,"Arrival","Kazakhstan",5
201502,"Arrival","Kenya",23
201502,"Arrival","Kiribati",9
201502,"Arrival","South Korea",177
201502,"Arrival","Kuwait",12
201502,"Arrival","Laos",11
201502,"Arrival","Latvia",3
201502,"Arrival","Lebanon",1
201502,"Arrival","Libya",1
201502,"Arrival","Lithuania",1
201502,"Arrival","Macau (Special Administrative Region)",4
201502,"Arrival","Malawi",1
201502,"Arrival","Malaysia",226
201502,"Arrival","Maldives",7
201502,"Arrival","Malta",3
201502,"Arrival","Marshall Islands",2
201502,"Arrival","Mauritius",1
201502,"Arrival","Mexico",27
201502,"Arrival","Mongolia",2
201502,"Arrival","Morocco",1
201502,"Arrival","Mozambique",1
201502,"Arrival","Myanmar",13
201502,"Arrival","Namibia",2
201502,"Arrival","Nauru",2
201502,"Arrival","Nepal",42
201502,"Arrival","Netherlands",54
201502,"Arrival","New Caledonia",23
201502,"Arrival","Nigeria",12
201502,"Arrival","Niue",8
201502,"Arrival","Norway",7
201502,"Arrival","Not Stated",351
201502,"Arrival","Oman",12
201502,"Arrival","Pakistan",45
201502,"Arrival","Panama",1
201502,"Arrival","Papua New Guinea",39
201502,"Arrival","Paraguay",1
201502,"Arrival","Peru",7
201502,"Arrival","Philippines",375
201502,"Arrival","Poland",12
201502,"Arrival","Portugal",4
201502,"Arrival","Qatar",8
201502,"Arrival","Reunion",1
201502,"Arrival","Romania",2
201502,"Arrival","Russia",67
201502,"Arrival","Samoa",305
201502,"Arrival","Samoa, American",3
201502,"Arrival","Saudi Arabia",54
201502,"Arrival","Senegal",1
201502,"Arrival","Serbia",1
201502,"Arrival","Singapore",159
201502,"Arrival","Slovakia",9
201502,"Arrival","Slovenia",3
201502,"Arrival","Solomon Islands",10
201502,"Arrival","Somalia",1
201502,"Arrival","South Africa",173
201502,"Arrival","South Sudan",1
201502,"Arrival","Spain",20
201502,"Arrival","Sri Lanka",94
201502,"Arrival","St Vincent and the Grenadines",1
201502,"Arrival","Swaziland",1
201502,"Arrival","Sweden",31
201502,"Arrival","Switzerland",21
201502,"Arrival","Syria",1
201502,"Arrival","Taiwan",60
201502,"Arrival","Tanzania",8
201502,"Arrival","Thailand",75
201502,"Arrival","Timor-Leste",13
201502,"Arrival","Tokelau",7
201502,"Arrival","Tonga",100
201502,"Arrival","Turkey",8
201502,"Arrival","Tuvalu",27
201502,"Arrival","Uganda",3
201502,"Arrival","Ukraine",13
201502,"Arrival","United Arab Emirates",64
201502,"Arrival","United Kingdom",998
201502,"Arrival","United States of America",336
201502,"Arrival","Uruguay",71
201502,"Arrival","Vanuatu",21
201502,"Arrival","Venezuela",1
201502,"Arrival","Viet Nam",113
201502,"Arrival","Yemen",1
201502,"Arrival","Zimbabwe",9
201502,"Departure","Argentina",23
201502,"Departure","Australia",2524
201502,"Departure","Austria",7
201502,"Departure","Bahamas",1
201502,"Departure","Bahrain",3
201502,"Departure","Belgium",13
201502,"Departure","Belize",1
201502,"Departure","Bermuda",1
201502,"Departure","Brazil",22
201502,"Departure","Cambodia",8
201502,"Departure","Canada",77
201502,"Departure","Cayman Islands",1
201502,"Departure","Chile",20
201502,"Departure","China",201
201502,"Departure","Colombia",3
201502,"Departure","Cook Islands",24
201502,"Departure","Czech Republic",24
201502,"Departure","Denmark",12
201502,"Departure","Ecuador",2
201502,"Departure","Ethiopia",1
201502,"Departure","Fiji",32
201502,"Departure","Finland",3
201502,"Departure","France",64
201502,"Departure","French Polynesia",1
201502,"Departure","Germany",74
201502,"Departure","Guatemala",2
201502,"Departure","Hong Kong (Special Administrative Region)",24
201502,"Departure","Hungary",2
201502,"Departure","India",100
201502,"Departure","Indonesia",24
201502,"Departure","Iran",2
201502,"Departure","Iraq",1
201502,"Departure","Ireland",49
201502,"Departure","Israel",7
201502,"Departure","Italy",15
201502,"Departure","Japan",74
201502,"Departure","Jordan",1
201502,"Departure","Kenya",2
201502,"Departure","Kiribati",4
201502,"Departure","South Korea",93
201502,"Departure","Laos",2
201502,"Departure","Latvia",1
201502,"Departure","Lebanon",1
201502,"Departure","Libya",4
201502,"Departure","Macau (Special Administrative Region)",1
201502,"Departure","Malaysia",44
201502,"Departure","Maldives",2
201502,"Departure","Mexico",6
201502,"Departure","Micronesia, Federated States of",1
201502,"Departure","Mongolia",4
201502,"Departure","Mozambique",5
201502,"Departure","Myanmar",7
201502,"Departure","Namibia",2
201502,"Departure","Nauru",1
201502,"Departure","Nepal",4
201502,"Departure","Netherlands",26
201502,"Departure","New Caledonia",3
201502,"Departure","Niue",8
201502,"Departure","Norway",8
201502,"Departure","Not Stated",96
201502,"Departure","Oman",1
201502,"Departure","Pakistan",9
201502,"Departure","Papua New Guinea",6
201502,"Departure","Peru",6
201502,"Departure","Philippines",19
201502,"Departure","Poland",1
201502,"Departure","Qatar",14
201502,"Departure","Romania",2
201502,"Departure","Russia",4
201502,"Departure","Samoa",36
201502,"Departure","Saudi Arabia",9
201502,"Departure","Serbia",2
201502,"Departure","Singapore",38
201502,"Departure","Slovakia",3
201502,"Departure","Slovenia",1
201502,"Departure","Solomon Islands",1
201502,"Departure","South Africa",18
201502,"Departure","Spain",4
201502,"Departure","Sri Lanka",8
201502,"Departure","St Lucia",1
201502,"Departure","Suriname",1
201502,"Departure","Sweden",9
201502,"Departure","Switzerland",12
201502,"Departure","Taiwan",27
201502,"Departure","Tanzania",7
201502,"Departure","Thailand",27
201502,"Departure","Timor-Leste",3
201502,"Departure","Tokelau",2
201502,"Departure","Tonga",24
201502,"Departure","Turkey",3
201502,"Departure","Tuvalu",2
201502,"Departure","United Arab Emirates",16
201502,"Departure","United Kingdom",584
201502,"Departure","United States of America",185
201502,"Departure","Uruguay",5
201502,"Departure","Vanuatu",2
201502,"Departure","Viet Nam",22
201502,"Departure","Zambia",1
201502,"Departure","Zimbabwe",1
201502,"Net migration","Afghanistan",3
201502,"Net migration","Albania",1
201502,"Net migration","Argentina",40
201502,"Net migration","Armenia",1
201502,"Net migration","Australia",-450
201502,"Net migration","Austria",4
201502,"Net migration","Azerbaijan",1
201502,"Net migration","Bahrain",5
201502,"Net migration","Bangladesh",39
201502,"Net migration","Barbados",1
201502,"Net migration","Belgium",6
201502,"Net migration","Belize",4
201502,"Net migration","Bermuda",-1
201502,"Net migration","Bosnia and Herzegovina",1
201502,"Net migration","Botswana",5
201502,"Net migration","Brazil",49
201502,"Net migration","Brunei Darussalam",21
201502,"Net migration","Bulgaria",4
201502,"Net migration","Cambodia",25
201502,"Net migration","Cameroon",1
201502,"Net migration","Canada",77
201502,"Net migration","Cayman Islands",-1
201502,"Net migration","Chile",38
201502,"Net migration","China",1064
201502,"Net migration","Colombia",12
201502,"Net migration","Cook Islands",15
201502,"Net migration","Costa Rica",1
201502,"Net migration","Croatia",2
201502,"Net migration","Curacao",5
201502,"Net migration","Cyprus",3
201502,"Net migration","Czech Republic",34
201502,"Net migration","Denmark",-3
201502,"Net migration","Ecuador",-1
201502,"Net migration","Egypt",7
201502,"Net migration","Estonia",3
201502,"Net migration","Ethiopia",7
201502,"Net migration","Faeroe Islands",1
201502,"Net migration","Falkland Islands",2
201502,"Net migration","Fiji",139
201502,"Net migration","Finland",5
201502,"Net migration","Former Yugoslav Republic of Macedonia (FYROM)",2
201502,"Net migration","France",188
201502,"Net migration","Germany",175
201502,"Net migration","Ghana",2
201502,"Net migration","Greece",1
201502,"Net migration","Guatemala",-1
201502,"Net migration","Guyana",3
201502,"Net migration","Hong Kong (Special Administrative Region)",80
201502,"Net migration","Hungary",3
201502,"Net migration","Iceland",2
201502,"Net migration","India",2160
201502,"Net migration","Indonesia",70
201502,"Net migration","Iran",28
201502,"Net migration","Iraq",1
201502,"Net migration","Ireland",63
201502,"Net migration","Israel",12
201502,"Net migration","Italy",43
201502,"Net migration","Jamaica",2
201502,"Net migration","Japan",112
201502,"Net migration","Jordan",3
201502,"Net migration","Kazakhstan",5
201502,"Net migration","Kenya",21
201502,"Net migration","Kiribati",5
201502,"Net migration","South Korea",84
201502,"Net migration","Kuwait",12
201502,"Net migration","Laos",9
201502,"Net migration","Latvia",2
201502,"Net migration","Libya",-3
201502,"Net migration","Lithuania",1
201502,"Net migration","Macau (Special Administrative Region)",3
201502,"Net migration","Malawi",1
201502,"Net migration","Malaysia",182
201502,"Net migration","Maldives",5
201502,"Net migration","Malta",3
201502,"Net migration","Marshall Islands",2
201502,"Net migration","Mauritius",1
201502,"Net migration","Mexico",21
201502,"Net migration","Micronesia, Federated States of",-1
201502,"Net migration","Mongolia",-2
201502,"Net migration","Morocco",1
201502,"Net migration","Mozambique",-4
201502,"Net migration","Myanmar",6
201502,"Net migration","Nauru",1
201502,"Net migration","Nepal",38
201502,"Net migration","Netherlands",28
201502,"Net migration","New Caledonia",20
201502,"Net migration","Nigeria",12
201502,"Net migration","Norway",-1
201502,"Net migration","Not Stated",255
201502,"Net migration","Oman",11
201502,"Net migration","Pakistan",36
201502,"Net migration","Panama",1
201502,"Net migration","Papua New Guinea",33
201502,"Net migration","Paraguay",1
201502,"Net migration","Peru",1
201502,"Net migration","Philippines",356
201502,"Net migration","Poland",11
201502,"Net migration","Portugal",4
201502,"Net migration","Qatar",-6
201502,"Net migration","Reunion",1
201502,"Net migration","Russia",63
201502,"Net migration","Samoa",269
201502,"Net migration","Samoa, American",3
201502,"Net migration","Saudi Arabia",45
201502,"Net migration","Senegal",1
201502,"Net migration","Serbia",-1
201502,"Net migration","Singapore",121
201502,"Net migration","Slovakia",6
201502,"Net migration","Slovenia",2
201502,"Net migration","Solomon Islands",9
201502,"Net migration","Somalia",1
201502,"Net migration","South Africa",155
201502,"Net migration","South Sudan",1
201502,"Net migration","Spain",16
201502,"Net migration","Sri Lanka",86
201502,"Net migration","St Lucia",-1
201502,"Net migration","St Vincent and the Grenadines",1
201502,"Net migration","Suriname",-1
201502,"Net migration","Swaziland",1
201502,"Net migration","Sweden",22
201502,"Net migration","Switzerland",9
201502,"Net migration","Syria",1
201502,"Net migration","Taiwan",33
201502,"Net migration","Tanzania",1
201502,"Net migration","Thailand",48
201502,"Net migration","Timor-Leste",10
201502,"Net migration","Tokelau",5
201502,"Net migration","Tonga",76
201502,"Net migration","Turkey",5
201502,"Net migration","Tuvalu",25
201502,"Net migration","Uganda",3
201502,"Net migration","Ukraine",13
201502,"Net migration","United Arab Emirates",48
201502,"Net migration","United Kingdom",414
201502,"Net migration","United States of America",151
201502,"Net migration","Uruguay",66
201502,"Net migration","Vanuatu",19
201502,"Net migration","Venezuela",1
201502,"Net migration","Viet Nam",91
201502,"Net migration","Yemen",1
201502,"Net migration","Zambia",-1
201502,"Net migration","Zimbabwe",8
201503,"Arrival","Afghanistan",6
201503,"Arrival","Albania",2
201503,"Arrival","Argentina",143
201503,"Arrival","Australia",2117
201503,"Arrival","Austria",9
201503,"Arrival","Bahrain",7
201503,"Arrival","Bangladesh",37
201503,"Arrival","Belarus",3
201503,"Arrival","Belgium",12
201503,"Arrival","Bhutan",1
201503,"Arrival","Brazil",48
201503,"Arrival","Brunei Darussalam",4
201503,"Arrival","Bulgaria",4
201503,"Arrival","Cambodia",24
201503,"Arrival","Canada",150
201503,"Arrival","Cayman Islands",3
201503,"Arrival","Chad",3
201503,"Arrival","Chile",74
201503,"Arrival","China",910
201503,"Arrival","Colombia",9
201503,"Arrival","Cook Islands",22
201503,"Arrival","Croatia",1
201503,"Arrival","Cyprus",2
201503,"Arrival","Czech Republic",21
201503,"Arrival","Denmark",4
201503,"Arrival","Ecuador",2
201503,"Arrival","Egypt",21
201503,"Arrival","Equatorial Guinea",1
201503,"Arrival","Estonia",2
201503,"Arrival","Ethiopia",5
201503,"Arrival","Fiji",139
201503,"Arrival","Finland",11
201503,"Arrival","Former Yugoslav Republic of Macedonia (FYROM)",3
201503,"Arrival","France",264
201503,"Arrival","French Polynesia",1
201503,"Arrival","Germany",155
201503,"Arrival","Ghana",2
201503,"Arrival","Guadeloupe",2
201503,"Arrival","Guatemala",1
201503,"Arrival","Hong Kong (Special Administrative Region)",72
201503,"Arrival","Hungary",7
201503,"Arrival","India",1297
201503,"Arrival","Indonesia",32
201503,"Arrival","Iran",19
201503,"Arrival","Iraq",3
201503,"Arrival","Ireland",89
201503,"Arrival","Israel",9
201503,"Arrival","Italy",51
201503,"Arrival","Jamaica",1
201503,"Arrival","Japan",220
201503,"Arrival","Jordan",5
201503,"Arrival","Kazakhstan",3
201503,"Arrival","Kenya",4
201503,"Arrival","Kiribati",9
201503,"Arrival","South Korea",172
201503,"Arrival","Kosovo",1
201503,"Arrival","Kuwait",5
201503,"Arrival","Laos",3
201503,"Arrival","Latvia",5
201503,"Arrival","Libya",3
201503,"Arrival","Luxembourg",1
201503,"Arrival","Macau (Special Administrative Region)",1
201503,"Arrival","Malawi",2
201503,"Arrival","Malaysia",84
201503,"Arrival","Maldives",3
201503,"Arrival","Mauritius",5
201503,"Arrival","Mexico",18
201503,"Arrival","Mongolia",1
201503,"Arrival","Mozambique",1
201503,"Arrival","Myanmar",2
201503,"Arrival","Nauru",1
201503,"Arrival","Nepal",47
201503,"Arrival","Netherlands",34
201503,"Arrival","New Caledonia",11
201503,"Arrival","Nigeria",3
201503,"Arrival","Niue",9
201503,"Arrival","Norfolk Island",2
201503,"Arrival","Norway",4
201503,"Arrival","Not Stated",299
201503,"Arrival","Oman",6
201503,"Arrival","Pakistan",57
201503,"Arrival","Papua New Guinea",13
201503,"Arrival","Peru",5
201503,"Arrival","Philippines",467
201503,"Arrival","Pitcairn",1
201503,"Arrival","Poland",8
201503,"Arrival","Portugal",3
201503,"Arrival","Qatar",16
201503,"Arrival","Reunion",5
201503,"Arrival","Romania",4
201503,"Arrival","Russia",27
201503,"Arrival","Samoa",152
201503,"Arrival","Saudi Arabia",45
201503,"Arrival","Serbia",9
201503,"Arrival","Singapore",112
201503,"Arrival","Slovakia",6
201503,"Arrival","Slovenia",2
201503,"Arrival","Solomon Islands",4
201503,"Arrival","Somalia",1
201503,"Arrival","South Africa",171
201503,"Arrival","Spain",13
201503,"Arrival","Sri Lanka",63
201503,"Arrival","St Kitts and Nevis",3
201503,"Arrival","St Maarten (Dutch Part)",1
201503,"Arrival","Sudan",1
201503,"Arrival","Sweden",37
201503,"Arrival","Switzerland",23
201503,"Arrival","Syria",18
201503,"Arrival","Taiwan",86
201503,"Arrival","Thailand",94
201503,"Arrival","Timor-Leste",7
201503,"Arrival","Tokelau",1
201503,"Arrival","Tonga",62
201503,"Arrival","Tunisia",1
201503,"Arrival","Turkey",7
201503,"Arrival","Tuvalu",7
201503,"Arrival","Uganda",1
201503,"Arrival","Ukraine",5
201503,"Arrival","United Arab Emirates",53
201503,"Arrival","United Kingdom",863
201503,"Arrival","United States of America",226
201503,"Arrival","Uruguay",43
201503,"Arrival","Uzbekistan",4
201503,"Arrival","Vanuatu",8
201503,"Arrival","Venezuela",4
201503,"Arrival","Viet Nam",49
201503,"Arrival","Zimbabwe",4
201503,"Departure","Afghanistan",1
201503,"Departure","Argentina",23
201503,"Departure","Australia",2469
201503,"Departure","Austria",4
201503,"Departure","Azerbaijan",1
201503,"Departure","Bahrain",2
201503,"Departure","Bangladesh",5
201503,"Departure","Belgium",6
201503,"Departure","Bermuda",1
201503,"Departure","Bolivia",1
201503,"Departure","Botswana",4
201503,"Departure","Brazil",17
201503,"Departure","Brunei Darussalam",3
201503,"Departure","Bulgaria",1
201503,"Departure","Cambodia",3
201503,"Departure","Canada",133
201503,"Departure","Chile",29
201503,"Departure","China",208
201503,"Departure","Cook Islands",17
201503,"Departure","Cote d'Ivoire",2
201503,"Departure","Croatia",3
201503,"Departure","Cuba",1
201503,"Departure","Cyprus",2
201503,"Departure","Czech Republic",7
201503,"Departure","Denmark",5
201503,"Departure","Estonia",2
201503,"Departure","Ethiopia",1
201503,"Departure","Fiji",50
201503,"Departure","Finland",4
201503,"Departure","France",72
201503,"Departure","French Polynesia",1
201503,"Departure","Germany",115
201503,"Departure","Ghana",1
201503,"Departure","Greece",2
201503,"Departure","Guatemala",1
201503,"Departure","Honduras",1
201503,"Departure","Hong Kong (Special Administrative Region)",34
201503,"Departure","Hungary",7
201503,"Departure","Iceland",2
201503,"Departure","India",129
201503,"Departure","Indonesia",29
201503,"Departure","Iran",9
201503,"Departure","Iraq",2
201503,"Departure","Ireland",66
201503,"Departure","Israel",5
201503,"Departure","Italy",25
201503,"Departure","Japan",125
201503,"Departure","Jordan",5
201503,"Departure","Kenya",2
201503,"Departure","Kiribati",1
201503,"Departure","South Korea",78
201503,"Departure","Kuwait",1
201503,"Departure","Laos",2
201503,"Departure","Latvia",2
201503,"Departure","Lebanon",5
201503,"Departure","Liechtenstein",1
201503,"Departure","Macau (Special Administrative Region)",1
201503,"Departure","Madagascar",1
201503,"Departure","Malawi",3
201503,"Departure","Malaysia",33
201503,"Departure","Mauritius",3
201503,"Departure","Mexico",6
201503,"Departure","Morocco",1
201503,"Departure","Myanmar",5
201503,"Departure","Nepal",5
201503,"Departure","Netherlands",39
201503,"Departure","New Caledonia",4
201503,"Departure","Niue",7
201503,"Departure","Norway",7
201503,"Departure","Not Stated",95
201503,"Departure","Oman",1
201503,"Departure","Pakistan",3
201503,"Departure","Papua New Guinea",12
201503,"Departure","Peru",2
201503,"Departure","Philippines",33
201503,"Departure","Poland",3
201503,"Departure","Portugal",2
201503,"Departure","Qatar",6
201503,"Departure","Reunion",1
201503,"Departure","Romania",4
201503,"Departure","Russia",10
201503,"Departure","Samoa",48
201503,"Departure","Samoa, American",1
201503,"Departure","Saudi Arabia",26
201503,"Departure","Serbia",2
201503,"Departure","Seychelles",3
201503,"Departure","Singapore",24
201503,"Departure","Slovakia",1
201503,"Departure","Slovenia",1
201503,"Departure","Somalia",1
201503,"Departure","South Africa",18
201503,"Departure","Spain",28
201503,"Departure","Sri Lanka",6
201503,"Departure","St Lucia",1
201503,"Departure","Sweden",19
201503,"Departure","Switzerland",20
201503,"Departure","Taiwan",28
201503,"Departure","Tanzania",3
201503,"Departure","Thailand",59
201503,"Departure","Timor-Leste",3
201503,"Departure","Tonga",13
201503,"Departure","Turkey",2
201503,"Departure","Tuvalu",1
201503,"Departure","Ukraine",2
201503,"Departure","United Arab Emirates",20
201503,"Departure","United Kingdom",880
201503,"Departure","United States of America",239
201503,"Departure","Uruguay",5
201503,"Departure","Vanuatu",3
201503,"Departure","Viet Nam",34
201503,"Departure","Zambia",1
201503,"Departure","Zimbabwe",3
201503,"Net migration","Afghanistan",5
201503,"Net migration","Albania",2
201503,"Net migration","Argentina",120
201503,"Net migration","Australia",-352
201503,"Net migration","Austria",5
201503,"Net migration","Azerbaijan",-1
201503,"Net migration","Bahrain",5
201503,"Net migration","Bangladesh",32
201503,"Net migration","Belarus",3
201503,"Net migration","Belgium",6
201503,"Net migration","Bermuda",-1
201503,"Net migration","Bhutan",1
201503,"Net migration","Bolivia",-1
201503,"Net migration","Botswana",-4
201503,"Net migration","Brazil",31
201503,"Net migration","Brunei Darussalam",1
201503,"Net migration","Bulgaria",3
201503,"Net migration","Cambodia",21
201503,"Net migration","Canada",17
201503,"Net migration","Cayman Islands",3
201503,"Net migration","Chad",3
201503,"Net migration","Chile",45
201503,"Net migration","China",702
201503,"Net migration","Colombia",9
201503,"Net migration","Cook Islands",5
201503,"Net migration","Cote d'Ivoire",-2
201503,"Net migration","Croatia",-2
201503,"Net migration","Cuba",-1
201503,"Net migration","Czech Republic",14
201503,"Net migration","Denmark",-1
201503,"Net migration","Ecuador",2
201503,"Net migration","Egypt",21
201503,"Net migration","Equatorial Guinea",1
201503,"Net migration","Ethiopia",4
201503,"Net migration","Fiji",89
201503,"Net migration","Finland",7
201503,"Net migration","Former Yugoslav Republic of Macedonia (FYROM)",3
201503,"Net migration","France",192
201503,"Net migration","Germany",40
201503,"Net migration","Ghana",1
201503,"Net migration","Greece",-2
201503,"Net migration","Guadeloupe",2
201503,"Net migration","Honduras",-1
201503,"Net migration","Hong Kong (Special Administrative Region)",38
201503,"Net migration","Iceland",-2
201503,"Net migration","India",1168
201503,"Net migration","Indonesia",3
201503,"Net migration","Iran",10
201503,"Net migration","Iraq",1
201503,"Net migration","Ireland",23
201503,"Net migration","Israel",4
201503,"Net migration","Italy",26
201503,"Net migration","Jamaica",1
201503,"Net migration","Japan",95
201503,"Net migration","Kazakhstan",3
201503,"Net migration","Kenya",2
201503,"Net migration","Kiribati",8
201503,"Net migration","South Korea",94
201503,"Net migration","Kosovo",1
201503,"Net migration","Kuwait",4
201503,"Net migration","Laos",1
201503,"Net migration","Latvia",3
201503,"Net migration","Lebanon",-5
201503,"Net migration","Libya",3
201503,"Net migration","Liechtenstein",-1
201503,"Net migration","Luxembourg",1
201503,"Net migration","Madagascar",-1
201503,"Net migration","Malawi",-1
201503,"Net migration","Malaysia",51
201503,"Net migration","Maldives",3
201503,"Net migration","Mauritius",2
201503,"Net migration","Mexico",12
201503,"Net migration","Mongolia",1
201503,"Net migration","Morocco",-1
201503,"Net migration","Mozambique",1
201503,"Net migration","Myanmar",-3
201503,"Net migration","Nauru",1
201503,"Net migration","Nepal",42
201503,"Net migration","Netherlands",-5
201503,"Net migration","New Caledonia",7
201503,"Net migration","Nigeria",3
201503,"Net migration","Niue",2
201503,"Net migration","Norfolk Island",2
201503,"Net migration","Norway",-3
201503,"Net migration","Not Stated",204
201503,"Net migration","Oman",5
201503,"Net migration","Pakistan",54
201503,"Net migration","Papua New Guinea",1
201503,"Net migration","Peru",3
201503,"Net migration","Philippines",434
201503,"Net migration","Pitcairn",1
201503,"Net migration","Poland",5
201503,"Net migration","Portugal",1
201503,"Net migration","Qatar",10
201503,"Net migration","Reunion",4
201503,"Net migration","Russia",17
201503,"Net migration","Samoa",104
201503,"Net migration","Samoa, American",-1
201503,"Net migration","Saudi Arabia",19
201503,"Net migration","Serbia",7
201503,"Net migration","Seychelles",-3
201503,"Net migration","Singapore",88
201503,"Net migration","Slovakia",5
201503,"Net migration","Slovenia",1
201503,"Net migration","Solomon Islands",4
201503,"Net migration","South Africa",153
201503,"Net migration","Spain",-15
201503,"Net migration","Sri Lanka",57
201503,"Net migration","St Kitts and Nevis",3
201503,"Net migration","St Lucia",-1
201503,"Net migration","St Maarten (Dutch Part)",1
201503,"Net migration","Sudan",1
201503,"Net migration","Sweden",18
201503,"Net migration","Switzerland",3
201503,"Net migration","Syria",18
201503,"Net migration","Taiwan",58
201503,"Net migration","Tanzania",-3
201503,"Net migration","Thailand",35
201503,"Net migration","Timor-Leste",4
201503,"Net migration","Tokelau",1
201503,"Net migration","Tonga",49
201503,"Net migration","Tunisia",1
201503,"Net migration","Turkey",5
201503,"Net migration","Tuvalu",6
201503,"Net migration","Uganda",1
201503,"Net migration","Ukraine",3
201503,"Net migration","United Arab Emirates",33
201503,"Net migration","United Kingdom",-17
201503,"Net migration","United States of America",-13
201503,"Net migration","Uruguay",38
201503,"Net migration","Uzbekistan",4
201503,"Net migration","Vanuatu",5
201503,"Net migration","Venezuela",4
201503,"Net migration","Viet Nam",15
201503,"Net migration","Zambia",-1
201503,"Net migration","Zimbabwe",1
201504,"Arrival","Afghanistan",10
201504,"Arrival","Antarctica",2
201504,"Arrival","Argentina",99
201504,"Arrival","Australia",1968
201504,"Arrival","Austria",7
201504,"Arrival","Bangladesh",29
201504,"Arrival","Belgium",14
201504,"Arrival","Bermuda",2
201504,"Arrival","Bosnia and Herzegovina",1
201504,"Arrival","Brazil",36
201504,"Arrival","Brunei Darussalam",6
201504,"Arrival","Cambodia",22
201504,"Arrival","Canada",146
201504,"Arrival","Cayman Islands",10
201504,"Arrival","Chile",43
201504,"Arrival","China",620
201504,"Arrival","Colombia",1
201504,"Arrival","Cook Islands",16
201504,"Arrival","Costa Rica",1
201504,"Arrival","Croatia",1
201504,"Arrival","Curacao",1
201504,"Arrival","Cyprus",2
201504,"Arrival","Czech Republic",28
201504,"Arrival","Denmark",7
201504,"Arrival","Egypt",4
201504,"Arrival","Estonia",2
201504,"Arrival","Ethiopia",6
201504,"Arrival","Fiji",77
201504,"Arrival","Finland",2
201504,"Arrival","France",173
201504,"Arrival","French Polynesia",3
201504,"Arrival","Germany",163
201504,"Arrival","Ghana",3
201504,"Arrival","Greece",2
201504,"Arrival","Guam",1
201504,"Arrival","Hong Kong (Special Administrative Region)",49
201504,"Arrival","Hungary",3
201504,"Arrival","India",780
201504,"Arrival","Indonesia",36
201504,"Arrival","Iran",15
201504,"Arrival","Iraq",3
201504,"Arrival","Ireland",62
201504,"Arrival","Israel",10
201504,"Arrival","Italy",22
201504,"Arrival","Japan",360
201504,"Arrival","Jordan",1
201504,"Arrival","Kenya",10
201504,"Arrival","Kiribati",2
201504,"Arrival","South Korea",146
201504,"Arrival","Kosovo",1
201504,"Arrival","Kuwait",6
201504,"Arrival","Laos",3
201504,"Arrival","Latvia",1
201504,"Arrival","Lebanon",1
201504,"Arrival","Libya",2
201504,"Arrival","Macau (Special Administrative Region)",2
201504,"Arrival","Malaysia",55
201504,"Arrival","Maldives",2
201504,"Arrival","Mexico",18
201504,"Arrival","Mongolia",2
201504,"Arrival","Morocco",2
201504,"Arrival","Myanmar",1
201504,"Arrival","Nepal",26
201504,"Arrival","Netherlands",26
201504,"Arrival","New Caledonia",7
201504,"Arrival","Nigeria",3
201504,"Arrival","Norway",2
201504,"Arrival","Not Stated",227
201504,"Arrival","Oman",2
201504,"Arrival","Pakistan",33
201504,"Arrival","Papua New Guinea",6
201504,"Arrival","Peru",5
201504,"Arrival","Philippines",374
201504,"Arrival","Poland",5
201504,"Arrival","Portugal",3
201504,"Arrival","Qatar",12
201504,"Arrival","Romania",1
201504,"Arrival","Russia",23
201504,"Arrival","Rwanda",6
201504,"Arrival","Samoa",100
