"Period","Direction","Country","Count"
201610,"Net migration","Fiji",119
201610,"Net migration","Finland",16
201610,"Net migration","Former Yugoslav Republic of Macedonia (FYROM)",4
201610,"Net migration","France",541
201610,"Net migration","French Polynesia",3
201610,"Net migration","Georgia",1
201610,"Net migration","Germany",550
201610,"Net migration","Ghana",2
201610,"Net migration","Greece",4
201610,"Net migration","Guam",1
201610,"Net migration","Guatemala",-1
201610,"Net migration","Honduras",1
201610,"Net migration","Hong Kong (Special Administrative Region)",80
201610,"Net migration","Hungary",14
201610,"Net migration","Iceland",3
201610,"Net migration","India",596
201610,"Net migration","Indonesia",44
201610,"Net migration","Iran",13
201610,"Net migration","Iraq",14
201610,"Net migration","Ireland",67
201610,"Net migration","Israel",8
201610,"Net migration","Italy",66
201610,"Net migration","Japan",111
201610,"Net migration","Kazakhstan",8
201610,"Net migration","Kenya",11
201610,"Net migration","Kiribati",-1
201610,"Net migration","South Korea",142
201610,"Net migration","Kuwait",10
201610,"Net migration","Kyrgyzstan",2
201610,"Net migration","Laos",-1
201610,"Net migration","Latvia",6
201610,"Net migration","Lebanon",36
201610,"Net migration","Luxembourg",-1
201610,"Net migration","Macau (Special Administrative Region)",8
201610,"Net migration","Malaysia",86
201610,"Net migration","Maldives",-2
201610,"Net migration","Marshall Islands",1
201610,"Net migration","Mauritius",3
201610,"Net migration","Mexico",7
201610,"Net migration","Mongolia",2
201610,"Net migration","Morocco",2
201610,"Net migration","Myanmar",4
201610,"Net migration","Namibia",2
201610,"Net migration","Nepal",19
201610,"Net migration","Netherlands",62
201610,"Net migration","New Caledonia",-2
201610,"Net migration","Nigeria",6
201610,"Net migration","Niue",-3
201610,"Net migration","Norfolk Island",-2
201610,"Net migration","Norway",10
201610,"Net migration","Not Stated",409
201610,"Net migration","Oman",16
201610,"Net migration","Pakistan",56
201610,"Net migration","Panama",1
201610,"Net migration","Papua New Guinea",5
201610,"Net migration","Peru",-4
201610,"Net migration","Philippines",404
201610,"Net migration","Poland",5
201610,"Net migration","Portugal",5
201610,"Net migration","Qatar",18
201610,"Net migration","Reunion",4
201610,"Net migration","Romania",4
201610,"Net migration","Russia",56
201610,"Net migration","Samoa",82
201610,"Net migration","Samoa, American",1
201610,"Net migration","Saudi Arabia",29
201610,"Net migration","Serbia",5
201610,"Net migration","Seychelles",-2
201610,"Net migration","Singapore",77
201610,"Net migration","Slovakia",14
201610,"Net migration","Slovenia",4
201610,"Net migration","Solomon Islands",-1
201610,"Net migration","South Africa",401
201610,"Net migration","Spain",24
201610,"Net migration","Sri Lanka",81
201610,"Net migration","St Lucia",1
201610,"Net migration","Sweden",53
201610,"Net migration","Switzerland",15
201610,"Net migration","Taiwan",61
201610,"Net migration","Tanzania",3
201610,"Net migration","Thailand",78
201610,"Net migration","Timor-Leste",1
201610,"Net migration","Tokelau",2
201610,"Net migration","Tonga",20
201610,"Net migration","Turkey",7
201610,"Net migration","Turkmenistan",-1
201610,"Net migration","Tuvalu",-4
201610,"Net migration","Uganda",6
201610,"Net migration","Ukraine",14
201610,"Net migration","United Arab Emirates",41
201610,"Net migration","United Kingdom",1218
201610,"Net migration","United States of America",296
201610,"Net migration","Uruguay",13
201610,"Net migration","Uzbekistan",1
201610,"Net migration","Venezuela",2
201610,"Net migration","Viet Nam",54
201610,"Net migration","Virgin Islands, British",-1
201610,"Net migration","Zambia",1
201610,"Net migration","Zimbabwe",6
201611,"Arrival","Afghanistan",8
201611,"Arrival","Albania",1
201611,"Arrival","Algeria",1
201611,"Arrival","Argentina",57
201611,"Arrival","Australia",2094
201611,"Arrival","Austria",6
201611,"Arrival","Bahrain",4
201611,"Arrival","Bangladesh",12
201611,"Arrival","Belarus",3
201611,"Arrival","Belgium",43
201611,"Arrival","Bermuda",1
201611,"Arrival","Botswana",1
201611,"Arrival","Brazil",71
201611,"Arrival","Brunei Darussalam",3
201611,"Arrival","Bulgaria",3
201611,"Arrival","Cambodia",24
201611,"Arrival","Canada",266
201611,"Arrival","Cayman Islands",1
201611,"Arrival","Chile",27
201611,"Arrival","China",742
201611,"Arrival","Colombia",24
201611,"Arrival","Cook Islands",16
201611,"Arrival","Croatia",7
201611,"Arrival","Cyprus",5
201611,"Arrival","Czech Republic",145
201611,"Arrival","Denmark",7
201611,"Arrival","Ecuador",1
201611,"Arrival","Egypt",22
201611,"Arrival","Estonia",4
201611,"Arrival","Ethiopia",8
201611,"Arrival","Falkland Islands",4
201611,"Arrival","Fiji",142
201611,"Arrival","Finland",19
201611,"Arrival","Former Yugoslav Republic of Macedonia (FYROM)",4
201611,"Arrival","France",730
201611,"Arrival","French Polynesia",5
201611,"Arrival","Gaza Strip/Palestine/West Bank",3
201611,"Arrival","Germany",439
201611,"Arrival","Ghana",7
201611,"Arrival","Greece",13
201611,"Arrival","Hong Kong (Special Administrative Region)",83
201611,"Arrival","Hungary",18
201611,"Arrival","India",822
201611,"Arrival","Indonesia",43
201611,"Arrival","Iran",29
201611,"Arrival","Iraq",5
201611,"Arrival","Ireland",123
201611,"Arrival","Israel",5
201611,"Arrival","Italy",56
201611,"Arrival","Japan",175
201611,"Arrival","Jordan",6
201611,"Arrival","Kazakhstan",6
201611,"Arrival","Kenya",2
201611,"Arrival","Kiribati",1
201611,"Arrival","South Korea",212
201611,"Arrival","Kuwait",17
201611,"Arrival","Latvia",12
201611,"Arrival","Lebanon",1
201611,"Arrival","Macau (Special Administrative Region)",3
201611,"Arrival","Malaysia",91
201611,"Arrival","Malta",5
201611,"Arrival","Marshall Islands",1
201611,"Arrival","Mauritius",5
201611,"Arrival","Mexico",18
201611,"Arrival","Mongolia",2
201611,"Arrival","Myanmar",5
201611,"Arrival","Namibia",1
201611,"Arrival","Nepal",42
201611,"Arrival","Netherlands",83
201611,"Arrival","New Caledonia",11
201611,"Arrival","Nigeria",11
201611,"Arrival","Niue",4
201611,"Arrival","Norway",9
201611,"Arrival","Not Stated",446
201611,"Arrival","Oman",27
201611,"Arrival","Pakistan",25
201611,"Arrival","Panama",3
201611,"Arrival","Papua New Guinea",3
201611,"Arrival","Peru",20
201611,"Arrival","Philippines",329
201611,"Arrival","Poland",15
201611,"Arrival","Portugal",5
201611,"Arrival","Qatar",17
201611,"Arrival","Romania",3
201611,"Arrival","Russia",28
201611,"Arrival","Samoa",143
201611,"Arrival","Samoa, American",2
201611,"Arrival","Saudi Arabia",26
201611,"Arrival","Serbia",3
201611,"Arrival","Singapore",97
201611,"Arrival","Slovakia",6
201611,"Arrival","Slovenia",5
201611,"Arrival","Solomon Islands",4
201611,"Arrival","South Africa",447
201611,"Arrival","Spain",25
201611,"Arrival","Sri Lanka",71
201611,"Arrival","St Maarten (Dutch Part)",2
201611,"Arrival","Sudan",1
201611,"Arrival","Sweden",44
201611,"Arrival","Switzerland",33
201611,"Arrival","Taiwan",73
201611,"Arrival","Tanzania",5
201611,"Arrival","Thailand",69
201611,"Arrival","Timor-Leste",2
201611,"Arrival","Tokelau",4
201611,"Arrival","Tonga",46
201611,"Arrival","Tunisia",1
201611,"Arrival","Turkey",9
201611,"Arrival","Tuvalu",3
201611,"Arrival","Uganda",3
201611,"Arrival","Ukraine",9
201611,"Arrival","United Arab Emirates",51
201611,"Arrival","United Kingdom",1663
201611,"Arrival","United States of America",428
201611,"Arrival","Uruguay",5
201611,"Arrival","Uzbekistan",4
201611,"Arrival","Vanuatu",3
201611,"Arrival","Venezuela",1
201611,"Arrival","Viet Nam",77
201611,"Arrival","Zambia",4
201611,"Arrival","Zimbabwe",4
201611,"Departure","Afghanistan",1
201611,"Departure","Argentina",28
201611,"Departure","Australia",1699
201611,"Departure","Austria",4
201611,"Departure","Bahamas",1
201611,"Departure","Bahrain",3
201611,"Departure","Bangladesh",1
201611,"Departure","Barbados",1
201611,"Departure","Belgium",5
201611,"Departure","Bolivia",1
201611,"Departure","Botswana",1
201611,"Departure","Brazil",31
201611,"Departure","Brunei Darussalam",1
201611,"Departure","Cambodia",4
201611,"Departure","Cameroon",1
201611,"Departure","Canada",202
201611,"Departure","Chad",1
201611,"Departure","Chile",27
201611,"Departure","China",189
201611,"Departure","Colombia",1
201611,"Departure","Cook Islands",15
201611,"Departure","Croatia",2
201611,"Departure","Cyprus",4
201611,"Departure","Czech Republic",12
201611,"Departure","Denmark",1
201611,"Departure","Ecuador",1
201611,"Departure","Egypt",2
201611,"Departure","Estonia",2
201611,"Departure","Fiji",17
201611,"Departure","Finland",2
201611,"Departure","France",60
201611,"Departure","French Polynesia",3
201611,"Departure","Germany",60
201611,"Departure","Ghana",3
201611,"Departure","Greece",2
201611,"Departure","Grenada",1
201611,"Departure","Guam",5
201611,"Departure","Honduras",3
201611,"Departure","Hong Kong (Special Administrative Region)",20
201611,"Departure","Hungary",2
201611,"Departure","Iceland",2
201611,"Departure","India",162
201611,"Departure","Indonesia",36
201611,"Departure","Iran",3
201611,"Departure","Ireland",44
201611,"Departure","Israel",4
201611,"Departure","Italy",16
201611,"Departure","Japan",82
201611,"Departure","Kenya",2
201611,"Departure","Kiribati",1
201611,"Departure","South Korea",65
201611,"Departure","Kuwait",1
201611,"Departure","Laos",2
201611,"Departure","Latvia",1
201611,"Departure","Luxembourg",1
201611,"Departure","Macau (Special Administrative Region)",1
201611,"Departure","Malaysia",41
201611,"Departure","Maldives",3
201611,"Departure","Malta",4
201611,"Departure","Mexico",16
201611,"Departure","Mongolia",2
201611,"Departure","Myanmar",2
201611,"Departure","Nepal",3
201611,"Departure","Netherlands",14
201611,"Departure","New Caledonia",6
201611,"Departure","Niue",3
201611,"Departure","Norfolk Island",1
201611,"Departure","Norway",11
201611,"Departure","Not Stated",118
201611,"Departure","Oman",5
201611,"Departure","Pakistan",5
201611,"Departure","Papua New Guinea",15
201611,"Departure","Peru",7
201611,"Departure","Philippines",31
201611,"Departure","Pitcairn",1
201611,"Departure","Poland",2
201611,"Departure","Portugal",1
201611,"Departure","Qatar",1
201611,"Departure","Romania",6
201611,"Departure","Russia",5
201611,"Departure","Samoa",31
201611,"Departure","Samoa, American",1
201611,"Departure","Saudi Arabia",26
201611,"Departure","Seychelles",2
201611,"Departure","Singapore",19
201611,"Departure","Solomon Islands",5
201611,"Departure","South Africa",32
201611,"Departure","Spain",17
201611,"Departure","Sri Lanka",6
201611,"Departure","Sweden",15
201611,"Departure","Switzerland",8
201611,"Departure","Taiwan",20
201611,"Departure","Thailand",52
201611,"Departure","Tokelau",1
201611,"Departure","Tonga",25
201611,"Departure","Turkey",4
201611,"Departure","Tuvalu",3
201611,"Departure","United Arab Emirates",9
201611,"Departure","United Kingdom",449
201611,"Departure","United States of America",168
201611,"Departure","Uruguay",7
201611,"Departure","Uzbekistan",5
201611,"Departure","Vanuatu",7
201611,"Departure","Viet Nam",24
201611,"Departure","Zimbabwe",2
201611,"Net migration","Afghanistan",7
201611,"Net migration","Albania",1
201611,"Net migration","Algeria",1
201611,"Net migration","Argentina",29
201611,"Net migration","Australia",395
201611,"Net migration","Austria",2
201611,"Net migration","Bahamas",-1
201611,"Net migration","Bahrain",1
201611,"Net migration","Bangladesh",11
201611,"Net migration","Barbados",-1
201611,"Net migration","Belarus",3
201611,"Net migration","Belgium",38
201611,"Net migration","Bermuda",1
201611,"Net migration","Bolivia",-1
201611,"Net migration","Brazil",40
201611,"Net migration","Brunei Darussalam",2
201611,"Net migration","Bulgaria",3
201611,"Net migration","Cambodia",20
201611,"Net migration","Cameroon",-1
201611,"Net migration","Canada",64
201611,"Net migration","Cayman Islands",1
201611,"Net migration","Chad",-1
201611,"Net migration","China",553
201611,"Net migration","Colombia",23
201611,"Net migration","Cook Islands",1
201611,"Net migration","Croatia",5
201611,"Net migration","Cyprus",1
201611,"Net migration","Czech Republic",133
201611,"Net migration","Denmark",6
201611,"Net migration","Egypt",20
201611,"Net migration","Estonia",2
201611,"Net migration","Ethiopia",8
201611,"Net migration","Falkland Islands",4
201611,"Net migration","Fiji",125
201611,"Net migration","Finland",17
201611,"Net migration","Former Yugoslav Republic of Macedonia (FYROM)",4
201611,"Net migration","France",670
201611,"Net migration","French Polynesia",2
201611,"Net migration","Gaza Strip/Palestine/West Bank",3
201611,"Net migration","Germany",379
201611,"Net migration","Ghana",4
201611,"Net migration","Greece",11
201611,"Net migration","Grenada",-1
201611,"Net migration","Guam",-5
201611,"Net migration","Honduras",-3
201611,"Net migration","Hong Kong (Special Administrative Region)",63
201611,"Net migration","Hungary",16
201611,"Net migration","Iceland",-2
201611,"Net migration","India",660
201611,"Net migration","Indonesia",7
201611,"Net migration","Iran",26
201611,"Net migration","Iraq",5
201611,"Net migration","Ireland",79
201611,"Net migration","Israel",1
201611,"Net migration","Italy",40
201611,"Net migration","Japan",93
201611,"Net migration","Jordan",6
201611,"Net migration","Kazakhstan",6
201611,"Net migration","South Korea",147
201611,"Net migration","Kuwait",16
201611,"Net migration","Laos",-2
201611,"Net migration","Latvia",11
201611,"Net migration","Lebanon",1
201611,"Net migration","Luxembourg",-1
201611,"Net migration","Macau (Special Administrative Region)",2
201611,"Net migration","Malaysia",50
201611,"Net migration","Maldives",-3
201611,"Net migration","Malta",1
201611,"Net migration","Marshall Islands",1
201611,"Net migration","Mauritius",5
201611,"Net migration","Mexico",2
201611,"Net migration","Myanmar",3
201611,"Net migration","Namibia",1
201611,"Net migration","Nepal",39
201611,"Net migration","Netherlands",69
201611,"Net migration","New Caledonia",5
201611,"Net migration","Nigeria",11
201611,"Net migration","Niue",1
201611,"Net migration","Norfolk Island",-1
201611,"Net migration","Norway",-2
201611,"Net migration","Not Stated",328
201611,"Net migration","Oman",22
201611,"Net migration","Pakistan",20
201611,"Net migration","Panama",3
201611,"Net migration","Papua New Guinea",-12
201611,"Net migration","Peru",13
201611,"Net migration","Philippines",298
201611,"Net migration","Pitcairn",-1
201611,"Net migration","Poland",13
201611,"Net migration","Portugal",4
201611,"Net migration","Qatar",16
201611,"Net migration","Romania",-3
201611,"Net migration","Russia",23
201611,"Net migration","Samoa",112
201611,"Net migration","Samoa, American",1
201611,"Net migration","Serbia",3
201611,"Net migration","Seychelles",-2
201611,"Net migration","Singapore",78
201611,"Net migration","Slovakia",6
201611,"Net migration","Slovenia",5
201611,"Net migration","Solomon Islands",-1
201611,"Net migration","South Africa",415
201611,"Net migration","Spain",8
201611,"Net migration","Sri Lanka",65
201611,"Net migration","St Maarten (Dutch Part)",2
201611,"Net migration","Sudan",1
201611,"Net migration","Sweden",29
201611,"Net migration","Switzerland",25
201611,"Net migration","Taiwan",53
201611,"Net migration","Tanzania",5
201611,"Net migration","Thailand",17
201611,"Net migration","Timor-Leste",2
201611,"Net migration","Tokelau",3
201611,"Net migration","Tonga",21
201611,"Net migration","Tunisia",1
201611,"Net migration","Turkey",5
201611,"Net migration","Uganda",3
201611,"Net migration","Ukraine",9
201611,"Net migration","United Arab Emirates",42
201611,"Net migration","United Kingdom",1214
201611,"Net migration","United States of America",260
201611,"Net migration","Uruguay",-2
201611,"Net migration","Uzbekistan",-1
201611,"Net migration","Vanuatu",-4
201611,"Net migration","Venezuela",1
201611,"Net migration","Viet Nam",53
201611,"Net migration","Zambia",4
201611,"Net migration","Zimbabwe",2
201612,"Arrival","Afghanistan",29
201612,"Arrival","Argentina",91
201612,"Arrival","Australia",2909
201612,"Arrival","Austria",2
201612,"Arrival","Azerbaijan",2
201612,"Arrival","Bahamas",1
201612,"Arrival","Bahrain",4
201612,"Arrival","Bangladesh",12
201612,"Arrival","Belgium",41
201612,"Arrival","Bermuda",1
201612,"Arrival","Bolivia",1
201612,"Arrival","Bosnia and Herzegovina",2
201612,"Arrival","Botswana",4
201612,"Arrival","Brazil",40
201612,"Arrival","Brunei Darussalam",14
201612,"Arrival","Bulgaria",1
201612,"Arrival","Cambodia",16
201612,"Arrival","Canada",182
201612,"Arrival","Cayman Islands",4
201612,"Arrival","Chile",25
201612,"Arrival","China",640
201612,"Arrival","Colombia",6
201612,"Arrival","Cook Islands",36
201612,"Arrival","Costa Rica",2
201612,"Arrival","Croatia",7
201612,"Arrival","Cyprus",1
201612,"Arrival","Czech Republic",44
201612,"Arrival","Denmark",17
201612,"Arrival","Dominican Republic",1
201612,"Arrival","Ecuador",1
201612,"Arrival","Egypt",16
201612,"Arrival","Ethiopia",7
201612,"Arrival","Falkland Islands",1
201612,"Arrival","Fiji",241
201612,"Arrival","Finland",15
201612,"Arrival","Former Yugoslav Republic of Macedonia (FYROM)",2
201612,"Arrival","France",353
201612,"Arrival","French Polynesia",4
201612,"Arrival","Gaza Strip/Palestine/West Bank",2
201612,"Arrival","Germany",243
201612,"Arrival","Ghana",2
201612,"Arrival","Greece",4
201612,"Arrival","Guatemala",1
201612,"Arrival","Hong Kong (Special Administrative Region)",79
201612,"Arrival","Hungary",6
201612,"Arrival","India",347
201612,"Arrival","Indonesia",61
201612,"Arrival","Iran",31
201612,"Arrival","Iraq",9
201612,"Arrival","Ireland",94
201612,"Arrival","Israel",34
201612,"Arrival","Italy",54
201612,"Arrival","Japan",119
201612,"Arrival","Jordan",7
201612,"Arrival","Kenya",1
201612,"Arrival","Kiribati",10
201612,"Arrival","South Korea",183
201612,"Arrival","Kuwait",3
201612,"Arrival","Laos",4
201612,"Arrival","Latvia",4
201612,"Arrival","Luxembourg",1
201612,"Arrival","Macau (Special Administrative Region)",6
201612,"Arrival","Malawi",3
201612,"Arrival","Malaysia",99
201612,"Arrival","Maldives",1
201612,"Arrival","Malta",4
201612,"Arrival","Mauritius",2
201612,"Arrival","Mexico",7
201612,"Arrival","Montenegro",1
201612,"Arrival","Mozambique",2
201612,"Arrival","Myanmar",9
201612,"Arrival","Namibia",1
201612,"Arrival","Nepal",12
201612,"Arrival","Netherlands",70
201612,"Arrival","New Caledonia",10
201612,"Arrival","Nigeria",11
201612,"Arrival","Niue",5
201612,"Arrival","Norfolk Island",5
201612,"Arrival","Norway",3
201612,"Arrival","Not Stated",447
201612,"Arrival","Oman",3
201612,"Arrival","Pakistan",27
201612,"Arrival","Panama",2
201612,"Arrival","Papua New Guinea",15
201612,"Arrival","Peru",12
201612,"Arrival","Philippines",305
201612,"Arrival","Pitcairn",3
201612,"Arrival","Poland",7
201612,"Arrival","Portugal",2
201612,"Arrival","Qatar",19
201612,"Arrival","Reunion",4
201612,"Arrival","Romania",6
201612,"Arrival","Russia",29
201612,"Arrival","Samoa",234
201612,"Arrival","Samoa, American",4
201612,"Arrival","Saudi Arabia",27
201612,"Arrival","Serbia",9
201612,"Arrival","Seychelles",2
201612,"Arrival","Singapore",129
201612,"Arrival","Slovakia",5
201612,"Arrival","Slovenia",5
201612,"Arrival","Solomon Islands",4
201612,"Arrival","Somalia",4
201612,"Arrival","South Africa",553
201612,"Arrival","Spain",38
201612,"Arrival","Sri Lanka",54
201612,"Arrival","Sudan",5
201612,"Arrival","Sweden",35
201612,"Arrival","Switzerland",24
201612,"Arrival","Taiwan",45
201612,"Arrival","Tanzania",2
201612,"Arrival","Thailand",72
201612,"Arrival","Timor-Leste",4
201612,"Arrival","Tokelau",1
201612,"Arrival","Tonga",116
201612,"Arrival","Tunisia",4
201612,"Arrival","Turkey",6
201612,"Arrival","Tuvalu",1
201612,"Arrival","Uganda",4
201612,"Arrival","Ukraine",16
201612,"Arrival","United Arab Emirates",118
201612,"Arrival","United Kingdom",1533
201612,"Arrival","United States of America",361
201612,"Arrival","Uruguay",8
201612,"Arrival","Vanuatu",8
201612,"Arrival","Venezuela",1
201612,"Arrival","Viet Nam",39
201612,"Arrival","Yemen",1
201612,"Arrival","Zambia",1
201612,"Arrival","Zimbabwe",8
201612,"Departure","Argentina",35
201612,"Departure","Australia",2608
201612,"Departure","Austria",5
201612,"Departure","Bahrain",3
201612,"Departure","Bangladesh",2
201612,"Departure","Belgium",2
201612,"Departure","Botswana",1
201612,"Departure","Brazil",30
201612,"Departure","Brunei Darussalam",29
201612,"Departure","Cambodia",13
201612,"Departure","Canada",117
201612,"Departure","Cayman Islands",4
201612,"Departure","Chile",22
201612,"Departure","China",205
201612,"Departure","Colombia",6
201612,"Departure","Cook Islands",33
201612,"Departure","Costa Rica",1
201612,"Departure","Croatia",6
201612,"Departure","Czech Republic",22
201612,"Departure","Denmark",5
201612,"Departure","Estonia",1
201612,"Departure","Ethiopia",1
201612,"Departure","Fiji",42
201612,"Departure","Finland",12
201612,"Departure","France",75
201612,"Departure","French Polynesia",4
201612,"Departure","Germany",116
201612,"Departure","Greece",2
201612,"Departure","Guadeloupe",1
201612,"Departure","Hong Kong (Special Administrative Region)",45
201612,"Departure","Hungary",1
201612,"Departure","Iceland",2
201612,"Departure","India",141
201612,"Departure","Indonesia",18
201612,"Departure","Iran",5
201612,"Departure","Ireland",79
201612,"Departure","Israel",9
201612,"Departure","Italy",13
201612,"Departure","Japan",121
201612,"Departure","Jordan",3
201612,"Departure","Kazakhstan",1
201612,"Departure","Kiribati",5
201612,"Departure","South Korea",147
201612,"Departure","Kuwait",1
201612,"Departure","Laos",8
201612,"Departure","Latvia",3
201612,"Departure","Madagascar",1
201612,"Departure","Malaysia",63
201612,"Departure","Maldives",1
201612,"Departure","Malta",1
201612,"Departure","Mexico",4
201612,"Departure","Micronesia, Federated States of",1
201612,"Departure","Mongolia",2
201612,"Departure","Morocco",1
201612,"Departure","Namibia",3
201612,"Departure","Nauru",3
201612,"Departure","Netherlands",31
201612,"Departure","New Caledonia",6
201612,"Departure","Niue",2
201612,"Departure","Norway",5
201612,"Departure","Not Stated",140
201612,"Departure","Oman",3
201612,"Departure","Pakistan",2
201612,"Departure","Panama",2
201612,"Departure","Papua New Guinea",15
201612,"Departure","Philippines",46
201612,"Departure","Poland",1
201612,"Departure","Portugal",1
201612,"Departure","Qatar",14
201612,"Departure","Romania",1
201612,"Departure","Russia",2
201612,"Departure","Samoa",41
201612,"Departure","Samoa, American",1
201612,"Departure","Saudi Arabia",26
201612,"Departure","Serbia",1
201612,"Departure","Seychelles",1
201612,"Departure","Singapore",51
201612,"Departure","Slovakia",2
201612,"Departure","Solomon Islands",1
201612,"Departure","South Africa",32
201612,"Departure","Spain",21
201612,"Departure","Sri Lanka",15
201612,"Departure","St Maarten (Dutch Part)",2
201612,"Departure","Sweden",14
201612,"Departure","Switzerland",10
201612,"Departure","Taiwan",22
201612,"Departure","Thailand",53
201612,"Departure","Timor-Leste",6
201612,"Departure","Tokelau",7
201612,"Departure","Tonga",31
201612,"Departure","Trinidad and Tobago",5
201612,"Departure","Turkey",2
201612,"Departure","Tuvalu",6
201612,"Departure","United Arab Emirates",19
201612,"Departure","United Kingdom",640
201612,"Departure","United States of America",274
201612,"Departure","Uruguay",4
201612,"Departure","Vanuatu",4
201612,"Departure","Viet Nam",38
201612,"Departure","Virgin Islands, British",1
201612,"Departure","Zambia",1
201612,"Departure","Zimbabwe",1
201612,"Net migration","Afghanistan",29
201612,"Net migration","Argentina",56
201612,"Net migration","Australia",301
201612,"Net migration","Austria",-3
201612,"Net migration","Azerbaijan",2
201612,"Net migration","Bahamas",1
201612,"Net migration","Bahrain",1
201612,"Net migration","Bangladesh",10
201612,"Net migration","Belgium",39
201612,"Net migration","Bermuda",1
201612,"Net migration","Bolivia",1
201612,"Net migration","Bosnia and Herzegovina",2
201612,"Net migration","Botswana",3
201612,"Net migration","Brazil",10
201612,"Net migration","Brunei Darussalam",-15
201612,"Net migration","Bulgaria",1
201612,"Net migration","Cambodia",3
201612,"Net migration","Canada",65
201612,"Net migration","Chile",3
201612,"Net migration","China",435
201612,"Net migration","Cook Islands",3
201612,"Net migration","Costa Rica",1
201612,"Net migration","Croatia",1
201612,"Net migration","Cyprus",1
201612,"Net migration","Czech Republic",22
201612,"Net migration","Denmark",12
201612,"Net migration","Dominican Republic",1
201612,"Net migration","Ecuador",1
201612,"Net migration","Egypt",16
201612,"Net migration","Estonia",-1
201612,"Net migration","Ethiopia",6
201612,"Net migration","Falkland Islands",1
201612,"Net migration","Fiji",199
201612,"Net migration","Finland",3
201612,"Net migration","Former Yugoslav Republic of Macedonia (FYROM)",2
201612,"Net migration","France",278
201612,"Net migration","Gaza Strip/Palestine/West Bank",2
201612,"Net migration","Germany",127
201612,"Net migration","Ghana",2
201612,"Net migration","Greece",2
201612,"Net migration","Guadeloupe",-1
201612,"Net migration","Guatemala",1
201612,"Net migration","Hong Kong (Special Administrative Region)",34
201612,"Net migration","Hungary",5
201612,"Net migration","Iceland",-2
201612,"Net migration","India",206
201612,"Net migration","Indonesia",43
201612,"Net migration","Iran",26
201612,"Net migration","Iraq",9
201612,"Net migration","Ireland",15
201612,"Net migration","Israel",25
201612,"Net migration","Italy",41
201612,"Net migration","Japan",-2
201612,"Net migration","Jordan",4
201612,"Net migration","Kazakhstan",-1
201612,"Net migration","Kenya",1
201612,"Net migration","Kiribati",5
201612,"Net migration","South Korea",36
201612,"Net migration","Kuwait",2
201612,"Net migration","Laos",-4
201612,"Net migration","Latvia",1
201612,"Net migration","Luxembourg",1
201612,"Net migration","Macau (Special Administrative Region)",6
201612,"Net migration","Madagascar",-1
201612,"Net migration","Malawi",3
201612,"Net migration","Malaysia",36
201612,"Net migration","Malta",3
201612,"Net migration","Mauritius",2
201612,"Net migration","Mexico",3
201612,"Net migration","Micronesia, Federated States of",-1
201612,"Net migration","Mongolia",-2
201612,"Net migration","Montenegro",1
201612,"Net migration","Morocco",-1
201612,"Net migration","Mozambique",2
201612,"Net migration","Myanmar",9
201612,"Net migration","Namibia",-2
201612,"Net migration","Nauru",-3
201612,"Net migration","Nepal",12
201612,"Net migration","Netherlands",39
201612,"Net migration","New Caledonia",4
201612,"Net migration","Nigeria",11
201612,"Net migration","Niue",3
201612,"Net migration","Norfolk Island",5
201612,"Net migration","Norway",-2
201612,"Net migration","Not Stated",307
201612,"Net migration","Pakistan",25
201612,"Net migration","Peru",12
201612,"Net migration","Philippines",259
201612,"Net migration","Pitcairn",3
201612,"Net migration","Poland",6
201612,"Net migration","Portugal",1
201612,"Net migration","Qatar",5
201612,"Net migration","Reunion",4
201612,"Net migration","Romania",5
201612,"Net migration","Russia",27
201612,"Net migration","Samoa",193
201612,"Net migration","Samoa, American",3
201612,"Net migration","Saudi Arabia",1
201612,"Net migration","Serbia",8
201612,"Net migration","Seychelles",1
201612,"Net migration","Singapore",78
201612,"Net migration","Slovakia",3
201612,"Net migration","Slovenia",5
201612,"Net migration","Solomon Islands",3
201612,"Net migration","Somalia",4
201612,"Net migration","South Africa",521
201612,"Net migration","Spain",17
201612,"Net migration","Sri Lanka",39
201612,"Net migration","St Maarten (Dutch Part)",-2
201612,"Net migration","Sudan",5
201612,"Net migration","Sweden",21
201612,"Net migration","Switzerland",14
201612,"Net migration","Taiwan",23
201612,"Net migration","Tanzania",2
201612,"Net migration","Thailand",19
201612,"Net migration","Timor-Leste",-2
201612,"Net migration","Tokelau",-6
201612,"Net migration","Tonga",85
201612,"Net migration","Trinidad and Tobago",-5
201612,"Net migration","Tunisia",4
201612,"Net migration","Turkey",4
201612,"Net migration","Tuvalu",-5
201612,"Net migration","Uganda",4
201612,"Net migration","Ukraine",16
201612,"Net migration","United Arab Emirates",99
201612,"Net migration","United Kingdom",893
201612,"Net migration","United States of America",87
201612,"Net migration","Uruguay",4
201612,"Net migration","Vanuatu",4
201612,"Net migration","Venezuela",1
201612,"Net migration","Viet Nam",1
201612,"Net migration","Virgin Islands, British",-1
201612,"Net migration","Yemen",1
201612,"Net migration","Zimbabwe",7
201701,"Arrival","Afghanistan",6
201701,"Arrival","Algeria",2
201701,"Arrival","Argentina",31
201701,"Arrival","Australia",2980
201701,"Arrival","Austria",25
201701,"Arrival","Bahrain",2
201701,"Arrival","Bangladesh",22
201701,"Arrival","Belgium",46
201701,"Arrival","Botswana",3
201701,"Arrival","Brazil",71
201701,"Arrival","Brunei Darussalam",15
201701,"Arrival","Cambodia",26
